segment,filing_date,source_url,source_path,source_sha256,filing_period,referenced_period,metric,repeated_value_usd,original_value_usd,difference_usd,exact_match,comparison_status
construction,2025-10-29,https://www.sec.gov/Archives/edgar/data/18230/000001823025000043/ex991toformcat3q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-10-29_0000018230-25-000043_EX-99.1_ex991toformcat3q2025earnin.htm,7c38b93619fcb1a1b9458ebac2078de4438c5aa5cd40328a8eee646cb549c7c5,2025Q3,2024Q3,sales_usd,6345000000.0,6345000000.0,0.0,True,EXACT
construction,2025-10-29,https://www.sec.gov/Archives/edgar/data/18230/000001823025000043/ex991toformcat3q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-10-29_0000018230-25-000043_EX-99.1_ex991toformcat3q2025earnin.htm,7c38b93619fcb1a1b9458ebac2078de4438c5aa5cd40328a8eee646cb549c7c5,2025Q3,2024Q3,segment_profit_usd,1486000000.0,1486000000.0,0.0,True,EXACT
resource,2025-10-29,https://www.sec.gov/Archives/edgar/data/18230/000001823025000043/ex991toformcat3q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-10-29_0000018230-25-000043_EX-99.1_ex991toformcat3q2025earnin.htm,7c38b93619fcb1a1b9458ebac2078de4438c5aa5cd40328a8eee646cb549c7c5,2025Q3,2024Q3,sales_usd,3048000000.0,3028000000.0,20000000.0,False,RECAST_OR_SEGMENT_SCOPE_CHANGE
resource,2025-10-29,https://www.sec.gov/Archives/edgar/data/18230/000001823025000043/ex991toformcat3q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-10-29_0000018230-25-000043_EX-99.1_ex991toformcat3q2025earnin.htm,7c38b93619fcb1a1b9458ebac2078de4438c5aa5cd40328a8eee646cb549c7c5,2025Q3,2024Q3,segment_profit_usd,619000000.0,619000000.0,0.0,True,EXACT
power_energy,2025-10-29,https://www.sec.gov/Archives/edgar/data/18230/000001823025000043/ex991toformcat3q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-10-29_0000018230-25-000043_EX-99.1_ex991toformcat3q2025earnin.htm,7c38b93619fcb1a1b9458ebac2078de4438c5aa5cd40328a8eee646cb549c7c5,2025Q3,2024Q3,sales_usd,7187000000.0,7187000000.0,0.0,True,EXACT
power_energy,2025-10-29,https://www.sec.gov/Archives/edgar/data/18230/000001823025000043/ex991toformcat3q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-10-29_0000018230-25-000043_EX-99.1_ex991toformcat3q2025earnin.htm,7c38b93619fcb1a1b9458ebac2078de4438c5aa5cd40328a8eee646cb549c7c5,2025Q3,2024Q3,segment_profit_usd,1433000000.0,1433000000.0,0.0,True,EXACT
mpe,2025-10-29,https://www.sec.gov/Archives/edgar/data/18230/000001823025000043/ex991toformcat3q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-10-29_0000018230-25-000043_EX-99.1_ex991toformcat3q2025earnin.htm,7c38b93619fcb1a1b9458ebac2078de4438c5aa5cd40328a8eee646cb549c7c5,2025Q3,2024Q3,sales_usd,15231000000.0,15231000000.0,0.0,True,EXACT
mpe,2025-10-29,https://www.sec.gov/Archives/edgar/data/18230/000001823025000043/ex991toformcat3q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-10-29_0000018230-25-000043_EX-99.1_ex991toformcat3q2025earnin.htm,7c38b93619fcb1a1b9458ebac2078de4438c5aa5cd40328a8eee646cb549c7c5,2025Q3,2024Q3,segment_profit_usd,3098000000.0,3098000000.0,0.0,True,EXACT
construction,2026-01-29,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/cat_exx991x4qx2025xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-01-29_0000018230-26-000003_EX-99.1_cat_exx991x4qx2025xearning.htm,3c023aaff984fc877928611937154a40bb632a145dcb2041a780c90b8da1b27f,2025Q4,2024Q4,sales_usd,6003000000.0,6003000000.0,0.0,True,EXACT
construction,2026-01-29,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/cat_exx991x4qx2025xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-01-29_0000018230-26-000003_EX-99.1_cat_exx991x4qx2025xearning.htm,3c023aaff984fc877928611937154a40bb632a145dcb2041a780c90b8da1b27f,2025Q4,2024Q4,segment_profit_usd,1174000000.0,1174000000.0,0.0,True,EXACT
resource,2026-01-29,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/cat_exx991x4qx2025xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-01-29_0000018230-26-000003_EX-99.1_cat_exx991x4qx2025xearning.htm,3c023aaff984fc877928611937154a40bb632a145dcb2041a780c90b8da1b27f,2025Q4,2024Q4,sales_usd,2980000000.0,2962000000.0,18000000.0,False,RECAST_OR_SEGMENT_SCOPE_CHANGE
resource,2026-01-29,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/cat_exx991x4qx2025xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-01-29_0000018230-26-000003_EX-99.1_cat_exx991x4qx2025xearning.htm,3c023aaff984fc877928611937154a40bb632a145dcb2041a780c90b8da1b27f,2025Q4,2024Q4,segment_profit_usd,471000000.0,466000000.0,5000000.0,False,RECAST_OR_SEGMENT_SCOPE_CHANGE
power_energy,2026-01-29,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/cat_exx991x4qx2025xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-01-29_0000018230-26-000003_EX-99.1_cat_exx991x4qx2025xearning.htm,3c023aaff984fc877928611937154a40bb632a145dcb2041a780c90b8da1b27f,2025Q4,2024Q4,sales_usd,7649000000.0,7649000000.0,0.0,True,EXACT
power_energy,2026-01-29,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/cat_exx991x4qx2025xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-01-29_0000018230-26-000003_EX-99.1_cat_exx991x4qx2025xearning.htm,3c023aaff984fc877928611937154a40bb632a145dcb2041a780c90b8da1b27f,2025Q4,2024Q4,segment_profit_usd,1477000000.0,1477000000.0,0.0,True,EXACT
mpe,2026-01-29,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/cat_exx991x4qx2025xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-01-29_0000018230-26-000003_EX-99.1_cat_exx991x4qx2025xearning.htm,3c023aaff984fc877928611937154a40bb632a145dcb2041a780c90b8da1b27f,2025Q4,2024Q4,sales_usd,15332000000.0,15332000000.0,0.0,True,EXACT
mpe,2026-01-29,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/cat_exx991x4qx2025xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-01-29_0000018230-26-000003_EX-99.1_cat_exx991x4qx2025xearning.htm,3c023aaff984fc877928611937154a40bb632a145dcb2041a780c90b8da1b27f,2025Q4,2024Q4,segment_profit_usd,2935000000.0,2935000000.0,0.0,True,EXACT
construction,2026-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823026000017/ex991toformcat1q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-04-30_0000018230-26-000017_EX-99.1_ex991toformcat1q2026earnin.htm,27ec27a688174183b26761862140084e799df624c5cb0ecd8f6823de84192903,2026Q1,2025Q1,sales_usd,5184000000.0,5184000000.0,0.0,True,EXACT
construction,2026-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823026000017/ex991toformcat1q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-04-30_0000018230-26-000017_EX-99.1_ex991toformcat1q2026earnin.htm,27ec27a688174183b26761862140084e799df624c5cb0ecd8f6823de84192903,2026Q1,2025Q1,segment_profit_usd,1024000000.0,1024000000.0,0.0,True,EXACT
resource,2026-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823026000017/ex991toformcat1q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-04-30_0000018230-26-000017_EX-99.1_ex991toformcat1q2026earnin.htm,27ec27a688174183b26761862140084e799df624c5cb0ecd8f6823de84192903,2026Q1,2025Q1,sales_usd,3661000000.0,2884000000.0,777000000.0,False,RECAST_OR_SEGMENT_SCOPE_CHANGE
resource,2026-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823026000017/ex991toformcat1q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-04-30_0000018230-26-000017_EX-99.1_ex991toformcat1q2026earnin.htm,27ec27a688174183b26761862140084e799df624c5cb0ecd8f6823de84192903,2026Q1,2025Q1,segment_profit_usd,623000000.0,599000000.0,24000000.0,False,RECAST_OR_SEGMENT_SCOPE_CHANGE
power_energy,2026-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823026000017/ex991toformcat1q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-04-30_0000018230-26-000017_EX-99.1_ex991toformcat1q2026earnin.htm,27ec27a688174183b26761862140084e799df624c5cb0ecd8f6823de84192903,2026Q1,2025Q1,sales_usd,5783000000.0,6568000000.0,-785000000.0,False,RECAST_OR_SEGMENT_SCOPE_CHANGE
power_energy,2026-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823026000017/ex991toformcat1q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-04-30_0000018230-26-000017_EX-99.1_ex991toformcat1q2026earnin.htm,27ec27a688174183b26761862140084e799df624c5cb0ecd8f6823de84192903,2026Q1,2025Q1,segment_profit_usd,1288000000.0,1314000000.0,-26000000.0,False,RECAST_OR_SEGMENT_SCOPE_CHANGE
mpe,2026-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823026000017/ex991toformcat1q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-04-30_0000018230-26-000017_EX-99.1_ex991toformcat1q2026earnin.htm,27ec27a688174183b26761862140084e799df624c5cb0ecd8f6823de84192903,2026Q1,2025Q1,sales_usd,13378000000.0,13378000000.0,0.0,True,EXACT
mpe,2026-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823026000017/ex991toformcat1q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-04-30_0000018230-26-000017_EX-99.1_ex991toformcat1q2026earnin.htm,27ec27a688174183b26761862140084e799df624c5cb0ecd8f6823de84192903,2026Q1,2025Q1,segment_profit_usd,2515000000.0,2515000000.0,0.0,True,EXACT
construction,2026-08-04,https://www.sec.gov/Archives/edgar/data/18230/000001823026000040/ex991toformcat2q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-08-04_0000018230-26-000040_EX-99.1_ex991toformcat2q2026earnin.htm,2539b5761894163928553d200c8c219f97702cb454b97abccb3e2ff74a3dd1fd,2026Q2,2025Q2,sales_usd,6190000000.0,6190000000.0,0.0,True,EXACT
construction,2026-08-04,https://www.sec.gov/Archives/edgar/data/18230/000001823026000040/ex991toformcat2q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-08-04_0000018230-26-000040_EX-99.1_ex991toformcat2q2026earnin.htm,2539b5761894163928553d200c8c219f97702cb454b97abccb3e2ff74a3dd1fd,2026Q2,2025Q2,segment_profit_usd,1244000000.0,1244000000.0,0.0,True,EXACT
resource,2026-08-04,https://www.sec.gov/Archives/edgar/data/18230/000001823026000040/ex991toformcat2q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-08-04_0000018230-26-000040_EX-99.1_ex991toformcat2q2026earnin.htm,2539b5761894163928553d200c8c219f97702cb454b97abccb3e2ff74a3dd1fd,2026Q2,2025Q2,sales_usd,3886000000.0,3087000000.0,799000000.0,False,RECAST_OR_SEGMENT_SCOPE_CHANGE
resource,2026-08-04,https://www.sec.gov/Archives/edgar/data/18230/000001823026000040/ex991toformcat2q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-08-04_0000018230-26-000040_EX-99.1_ex991toformcat2q2026earnin.htm,2539b5761894163928553d200c8c219f97702cb454b97abccb3e2ff74a3dd1fd,2026Q2,2025Q2,segment_profit_usd,563000000.0,537000000.0,26000000.0,False,RECAST_OR_SEGMENT_SCOPE_CHANGE
power_energy,2026-08-04,https://www.sec.gov/Archives/edgar/data/18230/000001823026000040/ex991toformcat2q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-08-04_0000018230-26-000040_EX-99.1_ex991toformcat2q2026earnin.htm,2539b5761894163928553d200c8c219f97702cb454b97abccb3e2ff74a3dd1fd,2026Q2,2025Q2,sales_usd,7037000000.0,7836000000.0,-799000000.0,False,RECAST_OR_SEGMENT_SCOPE_CHANGE
power_energy,2026-08-04,https://www.sec.gov/Archives/edgar/data/18230/000001823026000040/ex991toformcat2q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-08-04_0000018230-26-000040_EX-99.1_ex991toformcat2q2026earnin.htm,2539b5761894163928553d200c8c219f97702cb454b97abccb3e2ff74a3dd1fd,2026Q2,2025Q2,segment_profit_usd,1554000000.0,1585000000.0,-31000000.0,False,RECAST_OR_SEGMENT_SCOPE_CHANGE
mpe,2026-08-04,https://www.sec.gov/Archives/edgar/data/18230/000001823026000040/ex991toformcat2q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-08-04_0000018230-26-000040_EX-99.1_ex991toformcat2q2026earnin.htm,2539b5761894163928553d200c8c219f97702cb454b97abccb3e2ff74a3dd1fd,2026Q2,2025Q2,sales_usd,15674000000.0,15674000000.0,0.0,True,EXACT
mpe,2026-08-04,https://www.sec.gov/Archives/edgar/data/18230/000001823026000040/ex991toformcat2q2026earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2026-08-04_0000018230-26-000040_EX-99.1_ex991toformcat2q2026earnin.htm,2539b5761894163928553d200c8c219f97702cb454b97abccb3e2ff74a3dd1fd,2026Q2,2025Q2,segment_profit_usd,2795000000.0,2795000000.0,0.0,True,EXACT
